# git_sha=unknown
# timestamp_utc=2026-07-24T07:03:09.025950+00:00
# device=cuda (NVIDIA A100-PCIE-40GB)
# torch=2.4.0 numpy=1.26.4 python=3.11.9
# config={"L_max": 4, "T": 1.0, "adaptive_rtol": 0.001, "base_dt": 0.1, "decay_rate": 0.5, "epsilon": 0.002, "influence_strength": 0.1, "is_n_paths": 5000, "is_strength": 1.0, "is_target_node": null, "is_threshold_k": 4.0, "multi_gpu_world_size": 2, "n_nodes": 500, "noise_intensity": 0.433, "pilot_samples": 50, "quick": false, "reference_L_max_bonus": 1, "reference_epsilon_factor": 5.0, "reference_pilot_samples": 200, "rungs": ["R0", "R1"], "seeds": [0, 1, 2], "topologies": ["ba"]}
topology,from_rung,to_rung,status,n_paired_seeds,same_estimand_family,work_mean_prev,work_mean_cur,work_ratio_cur_over_prev,wall_mean_prev,wall_mean_cur,wall_ratio_cur_over_prev,t_work,p_work,effect_size_work,t_wall,p_wall,effect_size_wall,ci_half_width_mean_prev,ci_half_width_mean_cur,t_ci,p_ci,effect_size_ci,achieved_mse_mean_prev,achieved_mse_mean_cur,t_mse,p_mse,effect_size_mse
ba,R0,R1,ok,3,True,8000.0,23363.333333333332,2.9204166666666667,0.027488839191695053,0.05149381421506405,1.8732625941739074,204.4913075949434,2.3913036011414038e-05,118.06311148687915,17.259499736850636,0.0033401305576171584,9.964776819148987,0.0027322858685788747,0.0022336460480412695,-4.355790911116176,0.04887492451630944,-2.5148170550666498,2.914965534953377e-05,2.3060839231128408e-05,-0.9406250790701856,0.44619032274977877,-0.5430701426076847
