W_MC_0.0005,W_MC_0.001,W_MC_0.002,W_MC_0.005,W_MC_0.01,W_MLMC_0.0005,W_MLMC_0.001,W_MLMC_0.002,W_MLMC_0.005,W_MLMC_0.01,antithetic_work_ratio_vs_mc,beta_var,both_floored_0.0005,both_floored_0.001,both_floored_0.002,both_floored_0.005,both_floored_0.01,crossover_rel_eps,cv_work_ratio_vs_mc,min_V_l,ratio_0.0005,ratio_0.001,ratio_0.002,ratio_0.005,ratio_0.01,ref_mean,seed,topology,traffic,var_mc_per_path
4806766.698039491,1201691.6745098727,300422.91862746817,48067.6669803949,20000.0,1093893.8268107069,283452.1592964503,103620.99800565267,60679.359680904425,55000.0,37.91517282740108,1.405784158552047,False,False,False,False,True,0.004177132431062562,19.833761257480713,8.804442729786522e-07,4.394180294493315,4.239486753223409,2.8992474923960843,0.7921584412421151,nan,0.8489985189230629,1,ws,degree,0.0010827219232304008
4784147.478122461,1196036.8695306152,299009.2173826538,47841.47478122461,20000.0,1041542.2551319142,271205.56282016996,101654.6739070222,60364.74782512355,55000.0,40.14259771552623,1.3524585343620426,False,False,False,False,True,0.004359794641269909,20.134379242479422,8.906032557681078e-07,4.593330183725033,4.410074989220185,2.941421244006357,0.7925399592461015,nan,0.869746297988013,2,ws,degree,0.0011309405040244044
4873502.807224466,1218375.7018061166,304593.92545152915,48735.02807224466,20000.0,1074052.3462647488,277828.01349675865,102274.80024229463,60463.96803876714,55000.0,38.664970465619184,1.33536335733003,False,False,False,False,True,0.004359794641269909,19.743330631963182,9.176631062091782e-07,4.537490955792923,4.385359440437892,2.9781913504590514,0.8060176937279019,nan,0.8313002821367155,0,rr,uniform,0.0010524636328875644
4779791.1900262395,1194947.7975065599,298736.94937663997,47797.91190026239,20000.0,1088722.1845712126,282127.6182850113,103333.22952252437,60633.3167236039,55000.0,39.06475123503541,1.3965368719185824,False,False,False,False,True,0.004177132431062562,20.383134784966554,8.822418730158046e-07,4.390276286974656,4.235486779955723,2.8910056402671698,0.788311022439173,nan,0.8465160668676232,1,rr,uniform,0.0010703587334307146
4755783.183782211,1188945.7959455526,297236.44898638816,47557.83183782211,20000.0,1036087.2727917165,269677.6119399278,101404.82848327204,60324.77255732353,55000.0,41.51530772159534,1.3217976452183406,False,False,False,False,True,0.004177132431062562,20.58296231760993,9.090397481342341e-07,4.590137634803531,4.4087671475316865,2.9311863491334726,0.7883632183217988,nan,0.8689590672339489,2,rr,uniform,0.0011222011440449894
5624518.310201425,1406129.5775503563,351532.39438758907,56245.18310201424,20000.0,1229070.4637575992,315652.293989976,110467.67582523054,61659.05313580841,55000.0,28.32057081221298,1.605786572734574,False,False,False,False,True,0.004550444504152497,13.943530554219137,1.076995652325689e-06,4.576237470556211,4.454678785242758,3.182219520430065,0.9121966725329087,nan,0.9219222254510673,0,rr,mmpp2,0.001493908253063955
5469001.175729855,1367250.2939324637,341812.57348311594,54690.01175729855,20000.0,1217366.2062655431,314232.41148935014,110520.60071547722,61783.296114476354,55000.0,27.075173265996632,1.5699881331351504,False,False,False,False,True,0.004550444504152497,13.455998852289733,9.825254957792904e-07,4.492486441287747,4.351079786620936,3.0927498698914397,0.8851909042852799,nan,0.9419973114095408,1,rr,mmpp2,0.0015165522053700072
5393448.646409651,1348362.1616024128,337090.5404006032,53934.4864640965,20000.0,1173302.6252807018,303432.44902167004,108486.24671208885,61457.79947393421,55000.0,29.203346892160337,1.5121251103429085,False,False,False,False,True,0.004550444504152497,14.021423272287405,1.0462638559704845e-06,4.596809493304695,4.443697982697024,3.107219123316214,0.8775857080104449,nan,0.9646759503637675,2,rr,mmpp2,0.001568481760662563
5544411.958206897,1386102.9895517242,346525.74738793104,55444.11958206898,20000.0,1185737.6438934861,304963.7550943823,108072.82872482756,61391.65259597241,55000.0,27.179175522319618,1.3409985127257993,False,False,False,False,True,0.004550444504152497,13.616043182858789,1.0862648677030717e-06,4.675917971197469,4.545140090902748,3.206409524731203,0.9031214707145119,nan,0.9155403443198354,0,rr,pareto,0.0014523138756197447
5409654.400951259,1352413.6002378147,338103.4000594537,54096.544009512596,20000.0,1215159.8134045913,313093.3310535225,109925.87162231888,61688.13945957102,55000.0,29.005533109940597,1.5344096834236431,False,False,False,False,True,0.004550444504152497,14.49016833489016,1.01756655355831e-06,4.4518048912386945,4.319522219419689,3.0757399970509454,0.8769358985930548,nan,0.9305918921121055,1,rr,pareto,0.0014639898686473441
5390162.871058462,1347540.7177646155,336885.1794411539,53901.62871058462,20000.0,1158611.274306118,299702.60066724615,108136.77467747312,61401.8839483957,55000.0,30.258645676050406,1.351283180025251,False,False,False,False,True,0.004550444504152497,14.854607597704504,1.0518370178795795e-06,4.652261712442409,4.496259674639138,3.1153618225246853,0.877849753859107,nan,0.9584204777542333,2,rr,pareto,0.0015472627800251625
4873502.807224466,1218375.7018061166,304593.92545152915,48735.02807224466,20000.0,1074052.3462647488,277828.01349675865,102274.80024229463,60463.96803876714,55000.0,38.664970465619184,1.33536335733003,False,False,False,False,True,0.004359794641269909,19.743330631963182,9.176631062091782e-07,4.537490955792923,4.385359440437892,2.9781913504590514,0.8060176937279019,nan,0.8313002821367155,0,rr,degree,0.0010524636328875644
4779791.1900262395,1194947.7975065599,298736.94937663997,47797.91190026239,20000.0,1088722.1845712126,282127.6182850113,103333.22952252437,60633.3167236039,55000.0,39.06475123503541,1.3965368719185824,False,False,False,False,True,0.004177132431062562,20.383134784966554,8.822418730158046e-07,4.390276286974656,4.235486779955723,2.8910056402671698,0.788311022439173,nan,0.8465160668676232,1,rr,degree,0.0010703587334307146
4755783.183782211,1188945.7959455526,297236.44898638816,47557.83183782211,20000.0,1036087.2727917165,269677.6119399278,101404.82848327204,60324.77255732353,55000.0,41.51530772159534,1.3217976452183406,False,False,False,False,True,0.004177132431062562,20.58296231760993,9.090397481342341e-07,4.590137634803531,4.4087671475316865,2.9311863491334726,0.7883632183217988,nan,0.8689590672339489,2,rr,degree,0.0011222011440449894
