# git_sha=f8d896188ed1f1623eca99e5a8bf300d2381abc4-dirty
# timestamp_utc=2026-07-24T06:43:12.515016+00:00
# device=cpu
# cpu_model=Apple M2  os_cpu_count=8  requested_threads=8
# torch=2.10.0 numpy=2.3.4 scipy=1.16.3 python=3.14.3
# config={"L_max": 3, "T": 20.0, "alpha": 0.1, "avg_degree": 10.0, "base_dt": 0.05, "beta": 0.5, "epsilons": [0.05, 0.02, 0.01], "lam": 0.3, "max_reps": 20000, "min_reps": 8, "mode": "sde-compare", "n_nodes": [200], "p_er": null, "pilot_samples": 30, "quick": false, "sample_dt": 0.1, "sde_compare_reps": 200, "seeds": [0, 1, 2], "service_dist": "exponential", "sigma": 0.1, "topologies": ["er"], "warmup_frac": 0.2}
topology,topology_note,n_nodes,seed,n_reps,des_mean,des_var,des_wall_s,sde_mean,sde_var,sde_wall_s,rel_diff_mean_pct,welch_z_stat,diverges_wildly
er,,200,0,200,0.7236365624999999,0.0010116816142234615,6.569418125000084,0.7494324383323994,5.3907759506856533e-05,1.5196377920001396,3.564755730871395,-11.175586777204277,True
er,,200,1,200,0.727798125,0.00116004614714196,6.641050999998697,0.7492331261842969,6.714754828277423e-05,1.5037350420025177,2.9451849967732433,-8.653303815044568,True
er,,200,2,200,0.7248750000000002,0.0012159684751884424,6.6266755830001784,0.749228661077239,5.9262298216514514e-05,1.5046324170034495,3.3597049252959192,-9.644614279178155,True
