# git_sha=unknown
# timestamp_utc=2026-07-24T07:03:23.894087+00:00
# device=cuda (NVIDIA A100-PCIE-40GB)
# torch=2.4.0 numpy=1.26.4 python=3.11.9
# config={"L_max": 4, "T": 1.0, "adaptive_rtol": 0.001, "base_dt": 0.1, "decay_rate": 0.5, "epsilon": 0.0002, "influence_strength": 0.1, "is_n_paths": 5000, "is_strength": 1.0, "is_target_node": null, "is_threshold_k": 4.0, "multi_gpu_world_size": 2, "n_nodes": 500, "noise_intensity": 0.433, "pilot_samples": 50, "quick": false, "reference_L_max_bonus": 1, "reference_epsilon_factor": 5.0, "reference_pilot_samples": 200, "rungs": ["R0", "R1"], "seeds": [0, 1, 2], "topologies": ["ba"]}
topology,from_rung,to_rung,status,n_paired_seeds,same_estimand_family,work_mean_prev,work_mean_cur,work_ratio_cur_over_prev,wall_mean_prev,wall_mean_cur,wall_ratio_cur_over_prev,t_work,p_work,effect_size_work,t_wall,p_wall,effect_size_wall,ci_half_width_mean_prev,ci_half_width_mean_cur,t_ci,p_ci,effect_size_ci,achieved_mse_mean_prev,achieved_mse_mean_cur,t_mse,p_mse,effect_size_mse
ba,R0,R1,ok,3,True,390773.3333333333,179373.33333333334,0.4590214275965607,0.06667397419611613,0.1017075153067708,1.5254455210305347,-3.877349170644711,0.060539176289492236,-2.238588587413896,6.950401834045273,0.020079105664277303,4.012816369862107,0.0003855360856917017,0.00027824145906922034,-3.4031156828157947,0.07656209288379813,-1.964789755557136,1.742193091003731e-05,1.871331023720036e-05,0.9186001420338464,0.45527791798186484,0.5303540392808697
