# git_sha=unknown
# timestamp_utc=2026-07-24T07:03:18.827665+00:00
# device=cuda (NVIDIA A100-PCIE-40GB)
# torch=2.4.0 numpy=1.26.4 python=3.11.9
# config={"L_max": 4, "T": 1.0, "adaptive_rtol": 0.001, "base_dt": 0.1, "decay_rate": 0.5, "epsilon": 0.0005, "influence_strength": 0.1, "is_n_paths": 5000, "is_strength": 1.0, "is_target_node": null, "is_threshold_k": 4.0, "multi_gpu_world_size": 2, "n_nodes": 500, "noise_intensity": 0.433, "pilot_samples": 50, "quick": false, "reference_L_max_bonus": 1, "reference_epsilon_factor": 5.0, "reference_pilot_samples": 200, "rungs": ["R0", "R1"], "seeds": [0, 1, 2], "topologies": ["ba"]}
topology,from_rung,to_rung,status,n_paired_seeds,same_estimand_family,work_mean_prev,work_mean_cur,work_ratio_cur_over_prev,wall_mean_prev,wall_mean_cur,wall_ratio_cur_over_prev,t_work,p_work,effect_size_work,t_wall,p_wall,effect_size_wall,ci_half_width_mean_prev,ci_half_width_mean_cur,t_ci,p_ci,effect_size_ci,achieved_mse_mean_prev,achieved_mse_mean_cur,t_mse,p_mse,effect_size_mse
ba,R0,R1,ok,3,True,62613.333333333336,39406.666666666664,0.6293654173764905,0.0547140808776021,0.06198858997474114,1.1329549721106063,-2.8485251451132156,0.10431246063003156,-1.644596759324533,5.013038177007973,0.03756435584546721,2.894278940953424,0.0009918989487493082,0.0006547014525448393,-8.111861242624846,0.014859161106449175,-4.683385272058347,1.9866440168048968e-05,1.6117320719589367e-05,-2.345623412135068,0.14361070772985832,-1.35424630841367
