# git_sha=116cdad5795775cff210d379367c29d1a476413c-dirty
# timestamp_utc=2026-07-24T08:03:45.363758+00:00
# device=cpu
# cpu_model=Apple M2  os_cpu_count=8  requested_threads=6
# torch=2.10.0 numpy=2.3.4 scipy=1.16.3 python=3.14.3
# config={"T": 20.0, "alpha": 0.1, "arms": ["mc", "antithetic", "cv", "qmc"], "base_dt": 0.05, "beta": 0.5, "budgets": [128, 256, 512, 1024, 2048], "cv_pilot": 512, "estimand": "terminal mean_i C_i(T)", "lam": 0.3, "n_nodes": 200, "n_steps": 400, "p_er": 0.05025125628140704, "quick": false, "ref_samples": 20000, "rel_eps": [0.02, 0.01, 0.005], "reps": 40, "seed": 0, "sigmas": [0.1, 0.433], "topology": "er"}
sigma,method,N,rep,estimate,paths_charged,work_units,ref_mean,abs_err
0.433,qmc,128,22,0.7878332807221771,128,51200,0.7873408440495144,0.0004924366726626328
0.433,qmc,128,23,0.7877403613679532,128,51200,0.7873408440495144,0.00039951731843879124
0.433,qmc,128,24,0.7875397843747496,128,51200,0.7873408440495144,0.00019894032523515293
0.433,qmc,128,25,0.7880323275838376,128,51200,0.7873408440495144,0.000691483534323134
0.433,qmc,128,26,0.7878581629527064,128,51200,0.7873408440495144,0.0005173189031919545
0.433,qmc,128,27,0.7873739195168293,128,51200,0.7873408440495144,3.307546731490252e-05
0.433,qmc,128,28,0.7869850133565168,128,51200,0.7873408440495144,0.00035583069299760517
0.433,qmc,128,29,0.7876526061312483,128,51200,0.7873408440495144,0.00031176208173389064
0.433,qmc,128,30,0.7868460244117945,128,51200,0.7873408440495144,0.0004948196377199121
0.433,qmc,128,31,0.7873092666583645,128,51200,0.7873408440495144,3.1577391149895107e-05
0.433,qmc,128,32,0.7872133929722178,128,51200,0.7873408440495144,0.0001274510772966142
0.433,qmc,128,33,0.7871646933594496,128,51200,0.7873408440495144,0.00017615069006482464
0.433,qmc,128,34,0.7884624641219123,128,51200,0.7873408440495144,0.0011216200723979108
0.433,qmc,128,35,0.7869912596051768,128,51200,0.7873408440495144,0.00034958444433763614
0.433,qmc,128,36,0.7876010420943726,128,51200,0.7873408440495144,0.0002601980448582175
0.433,qmc,128,37,0.7879648851725346,128,51200,0.7873408440495144,0.0006240411230201692
0.433,qmc,128,38,0.7871465074911811,128,51200,0.7873408440495144,0.00019433655833334118
0.433,qmc,128,39,0.7873142431850851,128,51200,0.7873408440495144,2.6600864429293658e-05
0.433,qmc,256,0,0.7873778318906282,256,102400,0.7873408440495144,3.698784111372255e-05
0.433,qmc,256,1,0.7877845487675256,256,102400,0.7873408440495144,0.00044370471801113975
0.433,qmc,256,2,0.7877241704465325,256,102400,0.7873408440495144,0.00038332639701810223
0.433,qmc,256,3,0.7874580353072532,256,102400,0.7873408440495144,0.00011719125773879124
0.433,qmc,256,4,0.7875171525701624,256,102400,0.7873408440495144,0.00017630852064798308
0.433,qmc,256,5,0.787845405051751,256,102400,0.7873408440495144,0.0005045610022366143
0.433,qmc,256,6,0.7871486484104673,256,102400,0.7873408440495144,0.00019219563904715464
0.433,qmc,256,7,0.7877471334175077,256,102400,0.7873408440495144,0.0004062893679932511
0.433,qmc,256,8,0.7875069051178892,256,102400,0.7873408440495144,0.00016606106837480095
0.433,qmc,256,9,0.787640587649725,256,102400,0.7873408440495144,0.0002997436002105669
0.433,qmc,256,10,0.7881197260148622,256,102400,0.7873408440495144,0.0007788819653478107
0.433,qmc,256,11,0.7873314173932615,256,102400,0.7873408440495144,9.42665625291994e-06
0.433,qmc,256,12,0.7873644669393673,256,102400,0.7873408440495144,2.3622889852914497e-05
0.433,qmc,256,13,0.7877610339776887,256,102400,0.7873408440495144,0.0004201899281742749
0.433,qmc,256,14,0.7876608543822758,256,102400,0.7873408440495144,0.0003200103327614112
0.433,qmc,256,15,0.7872591951661357,256,102400,0.7873408440495144,8.164888337869325e-05
0.433,qmc,256,16,0.787967349492769,256,102400,0.7873408440495144,0.0006265054432545991
0.433,qmc,256,17,0.7876146041459453,256,102400,0.7873408440495144,0.00027376009643087507
0.433,qmc,256,18,0.7869300186644448,256,102400,0.7873408440495144,0.0004108253850696464
0.433,qmc,256,19,0.7871265278299752,256,102400,0.7873408440495144,0.00021431621953926783
0.433,qmc,256,20,0.7870874528736775,256,102400,0.7873408440495144,0.0002533911758368923
0.433,qmc,256,21,0.7871118914715884,256,102400,0.7873408440495144,0.00022895257792598933
0.433,qmc,256,22,0.7870614382108745,256,102400,0.7873408440495144,0.0002794058386399456
0.433,qmc,256,23,0.7876794150134334,256,102400,0.7873408440495144,0.00033857096391898267
0.433,qmc,256,24,0.7873165592926823,256,102400,0.7873408440495144,2.4284756832138044e-05
0.433,qmc,256,25,0.7872933793860013,256,102400,0.7873408440495144,4.746466351313039e-05
0.433,qmc,256,26,0.7873090760780873,256,102400,0.7873408440495144,3.176797142712129e-05
0.433,qmc,256,27,0.7875851385101466,256,102400,0.7873408440495144,0.0002442944606321218
0.433,qmc,256,28,0.7879720344755894,256,102400,0.7873408440495144,0.0006311904260749568
0.433,qmc,256,29,0.7874796309834714,256,102400,0.7873408440495144,0.00013878693395696917
0.433,qmc,256,30,0.7876701412943721,256,102400,0.7873408440495144,0.00032929724485764034
0.433,qmc,256,31,0.7870741209828,256,102400,0.7873408440495144,0.0002667230667143805
0.433,qmc,256,32,0.7875062095515013,256,102400,0.7873408440495144,0.0001653655019868694
0.433,qmc,256,33,0.78776669230073,256,102400,0.7873408440495144,0.0004258482512156103
0.433,qmc,256,34,0.7869327120248167,256,102400,0.7873408440495144,0.00040813202469769383
0.433,qmc,256,35,0.7872897401402232,256,102400,0.7873408440495144,5.110390929119468e-05
0.433,qmc,256,36,0.7869055221139463,256,102400,0.7873408440495144,0.000435321935568167
0.433,qmc,256,37,0.7874431176319522,256,102400,0.7873408440495144,0.00010227358243775075
0.433,qmc,256,38,0.7870944441821257,256,102400,0.7873408440495144,0.00024639986738872466
0.433,qmc,256,39,0.7873410072291473,256,102400,0.7873408440495144,1.631796329171209e-07
0.433,qmc,512,0,0.787523157376649,512,204800,0.7873408440495144,0.0001823133271345867
0.433,qmc,512,1,0.7873144778072321,512,204800,0.7873408440495144,2.636624228236073e-05
0.433,qmc,512,2,0.7872419819664418,512,204800,0.7873408440495144,9.886208307263722e-05
0.433,qmc,512,3,0.7877474641021176,512,204800,0.7873408440495144,0.00040662005260316825
0.433,qmc,512,4,0.7877278919770333,512,204800,0.7873408440495144,0.00038704792751886874
0.433,qmc,512,5,0.787295793541413,512,204800,0.7873408440495144,4.5050508101440734e-05
0.433,qmc,512,6,0.7874059159933384,512,204800,0.7873408440495144,6.507194382399106e-05
0.433,qmc,512,7,0.7874006250862726,512,204800,0.7873408440495144,5.978103675818858e-05
0.433,qmc,512,8,0.7875521462330899,512,204800,0.7873408440495144,0.00021130218357545694
0.433,qmc,512,9,0.7877678259528982,512,204800,0.7873408440495144,0.00042698190338374964
0.433,qmc,512,10,0.7872817658707465,512,204800,0.7873408440495144,5.9078178767935086e-05
0.433,qmc,512,11,0.7877873735117003,512,204800,0.7873408440495144,0.00044652946218581846
0.433,qmc,512,12,0.7873694787218606,512,204800,0.7873408440495144,2.863467234615058e-05
0.433,qmc,512,13,0.7871265325109196,512,204800,0.7873408440495144,0.00021431153859485796
0.433,qmc,512,14,0.7871753066930038,512,204800,0.7873408440495144,0.0001655373565105922
0.433,qmc,512,15,0.7872163095325846,512,204800,0.7873408440495144,0.00012453451692984174
0.433,qmc,512,16,0.7870003226780917,512,204800,0.7873408440495144,0.00034052137142270844
0.433,qmc,512,17,0.7871729504376175,512,204800,0.7873408440495144,0.00016789361189695207
0.433,qmc,512,18,0.7872913658812877,512,204800,0.7873408440495144,4.9478168226757546e-05
0.433,qmc,512,19,0.7871574201653795,512,204800,0.7873408440495144,0.0001834238841349478
0.433,qmc,512,20,0.7874701246517624,512,204800,0.7873408440495144,0.0001292806022479276
0.433,qmc,512,21,0.787252276049636,512,204800,0.7873408440495144,8.856799987844166e-05
0.433,qmc,512,22,0.7872019178088487,512,204800,0.7873408440495144,0.00013892624066569326
0.433,qmc,512,23,0.7870460171440311,512,204800,0.7873408440495144,0.00029482690548332524
0.433,qmc,512,24,0.7873204006759429,512,204800,0.7873408440495144,2.0443373571543688e-05
0.433,qmc,512,25,0.7877628458786077,512,204800,0.7873408440495144,0.0004220018290932437
0.433,qmc,512,26,0.7873885406445125,512,204800,0.7873408440495144,4.76965949980368e-05
0.433,qmc,512,27,0.787152082877026,512,204800,0.7873408440495144,0.0001887611724884497
0.433,qmc,512,28,0.787441411793979,512,204800,0.7873408440495144,0.00010056774446454142
0.433,qmc,512,29,0.7870586275288086,512,204800,0.7873408440495144,0.0002822165207058136
0.433,qmc,512,30,0.7870099111950086,512,204800,0.7873408440495144,0.00033093285450580545
0.433,qmc,512,31,0.7876976851313002,512,204800,0.7873408440495144,0.000356841081785797
0.433,qmc,512,32,0.7875580342128308,512,204800,0.7873408440495144,0.00021719016331633867
0.433,qmc,512,33,0.7875295644135989,512,204800,0.7873408440495144,0.00018872036408446036
0.433,qmc,512,34,0.7875141846146214,512,204800,0.7873408440495144,0.00017334056510698304
0.433,qmc,512,35,0.7870692127564707,512,204800,0.7873408440495144,0.00027163129304375033
0.433,qmc,512,36,0.7873882036502049,512,204800,0.7873408440495144,4.735960069046641e-05
0.433,qmc,512,37,0.7875475769260132,512,204800,0.7873408440495144,0.00020673287649874972
0.433,qmc,512,38,0.7871035590736948,512,204800,0.7873408440495144,0.00023728497581965158
0.433,qmc,512,39,0.7873212106439256,512,204800,0.7873408440495144,1.9633405588859176e-05
0.433,qmc,1024,0,0.7872337241968859,1024,409600,0.7873408440495144,0.00010711985262856771
0.433,qmc,1024,1,0.7875594181821681,1024,409600,0.7873408440495144,0.00021857413265369274
0.433,qmc,1024,2,0.7873673002524204,1024,409600,0.7873408440495144,2.6456202905977833e-05
0.433,qmc,1024,3,0.7874071020291732,1024,409600,0.7873408440495144,6.625797965875702e-05
0.433,qmc,1024,4,0.7876480630980615,1024,409600,0.7873408440495144,0.000307219048547025
0.433,qmc,1024,5,0.7876134781332684,1024,409600,0.7873408440495144,0.00027263408375399756
0.433,qmc,1024,6,0.7873294027816731,1024,409600,0.7873408440495144,1.1441267841361125e-05
0.433,qmc,1024,7,0.7874363052294218,1024,409600,0.7873408440495144,9.546117990733016e-05
0.433,qmc,1024,8,0.7876728252589531,1024,409600,0.7873408440495144,0.0003319812094386698
0.433,qmc,1024,9,0.7873867085993718,1024,409600,0.7873408440495144,4.5864549857332904e-05
0.433,qmc,1024,10,0.7873718003898258,1024,409600,0.7873408440495144,3.0956340311361075e-05
0.433,qmc,1024,11,0.7876212778728249,1024,409600,0.7873408440495144,0.0002804338233104442
0.433,qmc,1024,12,0.7874009094928021,1024,409600,0.7873408440495144,6.006544328762686e-05
0.433,qmc,1024,13,0.7874626165233722,1024,409600,0.7873408440495144,0.00012177247385780632
0.433,qmc,1024,14,0.7874764852979754,1024,409600,0.7873408440495144,0.00013564124846099368
0.433,qmc,1024,15,0.7873079960273563,1024,409600,0.7873408440495144,3.284802215808291e-05
0.433,qmc,1024,16,0.7876102447454264,1024,409600,0.7873408440495144,0.0002694006959119699
0.433,qmc,1024,17,0.7874665188333665,1024,409600,0.7873408440495144,0.00012567478385205888
0.433,qmc,1024,18,0.7874078957214043,1024,409600,0.7873408440495144,6.705167188991723e-05
0.433,qmc,1024,19,0.7876239695778497,1024,409600,0.7873408440495144,0.0002831255283353151
0.433,qmc,1024,20,0.7872485652826127,1024,409600,0.7873408440495144,9.227876690176551e-05
0.433,qmc,1024,21,0.7872683839972905,1024,409600,0.7873408440495144,7.24600522239438e-05
0.433,qmc,1024,22,0.787317261486806,1024,409600,0.7873408440495144,2.3582562708401866e-05
0.433,qmc,1024,23,0.7874757222306917,1024,409600,0.7873408440495144,0.00013487818117730033
0.433,qmc,1024,24,0.787590856498793,1024,409600,0.7873408440495144,0.00025001244927858046
0.433,qmc,1024,25,0.7874828541101715,1024,409600,0.7873408440495144,0.00014201006065706068
0.433,qmc,1024,26,0.7871347237795376,1024,409600,0.7873408440495144,0.000206120269976795
0.433,qmc,1024,27,0.7872462565498013,1024,409600,0.7873408440495144,9.458749971313907e-05
0.433,qmc,1024,28,0.7875236897114001,1024,409600,0.7873408440495144,0.00018284566188564444
0.433,qmc,1024,29,0.7873132256962618,1024,409600,0.7873408440495144,2.761835325260087e-05
0.433,qmc,1024,30,0.7873516641011875,1024,409600,0.7873408440495144,1.0820051673077202e-05
0.433,qmc,1024,31,0.7877486761889809,1024,409600,0.7873408440495144,0.00040783213946649077
0.433,qmc,1024,32,0.7875865804779512,1024,409600,0.7873408440495144,0.00024573642843672694
0.433,qmc,1024,33,0.7875512095429389,1024,409600,0.7873408440495144,0.0002103654934244581
0.433,qmc,1024,34,0.7870799218007993,1024,409600,0.7873408440495144,0.00026092224871510084
0.433,qmc,1024,35,0.7874203906175676,1024,409600,0.7873408440495144,7.954656805320148e-05
0.433,qmc,1024,36,0.7873911581186381,1024,409600,0.7873408440495144,5.031406912370251e-05
0.433,qmc,1024,37,0.7872473721076474,1024,409600,0.7873408440495144,9.347194186704044e-05
0.433,qmc,1024,38,0.7872592259247135,1024,409600,0.7873408440495144,8.161812480089736e-05
0.433,qmc,1024,39,0.787323737813175,1024,409600,0.7873408440495144,1.7106236339436975e-05
0.433,qmc,2048,0,0.7873743274141105,2048,819200,0.7873408440495144,3.348336459607637e-05
0.433,qmc,2048,1,0.7875052034506385,2048,819200,0.7873408440495144,0.0001643594011240257
0.433,qmc,2048,2,0.7873707898664055,2048,819200,0.7873408440495144,2.9945816891085997e-05
0.433,qmc,2048,3,0.7873481959585413,2048,819200,0.7873408440495144,7.351909026898085e-06
0.433,qmc,2048,4,0.7875967811513762,2048,819200,0.7873408440495144,0.00025593710186178065
0.433,qmc,2048,5,0.7874566034295762,2048,819200,0.7873408440495144,0.00011575938006180841
0.433,qmc,2048,6,0.7874306924530026,2048,819200,0.7873408440495144,8.984840348813528e-05
0.433,qmc,2048,7,0.7873076260653937,2048,819200,0.7873408440495144,3.321798412070365e-05
0.433,qmc,2048,8,0.7874364797479974,2048,819200,0.7873408440495144,9.563569848292097e-05
0.433,qmc,2048,9,0.7874630689953248,2048,819200,0.7873408440495144,0.00012222494581037857
0.433,qmc,2048,10,0.7874017110087295,2048,819200,0.7873408440495144,6.086695921503349e-05
0.433,qmc,2048,11,0.7875347599316337,2048,819200,0.7873408440495144,0.00019391588211925548
0.433,qmc,2048,12,0.7873716752782687,2048,819200,0.7873408440495144,3.083122875424671e-05
0.433,qmc,2048,13,0.7873430068434093,2048,819200,0.7873408440495144,2.1627938948665104e-06
0.433,qmc,2048,14,0.7874300787676933,2048,819200,0.7873408440495144,8.923471817889883e-05
0.433,qmc,2048,15,0.7874262654014474,2048,819200,0.7873408440495144,8.54213519330127e-05
0.433,qmc,2048,16,0.787388381561632,2048,819200,0.7873408440495144,4.753751211761248e-05
0.433,qmc,2048,17,0.7874487172932971,2048,819200,0.7873408440495144,0.0001078732437826968
0.433,qmc,2048,18,0.7874462841225444,2048,819200,0.7873408440495144,0.00010544007302992764
0.433,qmc,2048,19,0.787453671698849,2048,819200,0.7873408440495144,0.00011282764933451261
0.433,qmc,2048,20,0.787324260644513,2048,819200,0.7873408440495144,1.6583405001435736e-05
0.433,qmc,2048,21,0.7874117420528737,2048,819200,0.7873408440495144,7.089800335924323e-05
0.433,qmc,2048,22,0.787230550338788,2048,819200,0.7873408440495144,0.00011029371072646121
0.433,qmc,2048,23,0.787385571648245,2048,819200,0.7873408440495144,4.472759873053178e-05
0.433,qmc,2048,24,0.7873315783374009,2048,819200,0.7873408440495144,9.265712113570856e-06
0.433,qmc,2048,25,0.7874944105046022,2048,819200,0.7873408440495144,0.00015356645508779465
0.433,qmc,2048,26,0.7875335891919246,2048,819200,0.7873408440495144,0.00019274514241018892
0.433,qmc,2048,27,0.7873673675258365,2048,819200,0.7873408440495144,2.6523476322037887e-05
0.433,qmc,2048,28,0.7873810535177752,2048,819200,0.7873408440495144,4.020946826077676e-05
0.433,qmc,2048,29,0.7874996386332596,2048,819200,0.7873408440495144,0.00015879458374512545
0.433,qmc,2048,30,0.7874998164151141,2048,819200,0.7873408440495144,0.00015897236559969663
0.433,qmc,2048,31,0.7873873878671258,2048,819200,0.7873408440495144,4.654381761137749e-05
0.433,qmc,2048,32,0.7875236596155899,2048,819200,0.7873408440495144,0.00018281556607546712
0.433,qmc,2048,33,0.7875349110736104,2048,819200,0.7873408440495144,0.00019406702409596743
0.433,qmc,2048,34,0.7873885321043695,2048,819200,0.7873408440495144,4.768805485511063e-05
0.433,qmc,2048,35,0.7874743716622448,2048,819200,0.7873408440495144,0.0001335276127303331
0.433,qmc,2048,36,0.7873417574954233,2048,819200,0.7873408440495144,9.134459089121805e-07
0.433,qmc,2048,37,0.7875476735441048,2048,819200,0.7873408440495144,0.00020682949459038813
0.433,qmc,2048,38,0.7874164146868323,2048,819200,0.7873408440495144,7.557063731788993e-05
0.433,qmc,2048,39,0.7872521723157627,2048,819200,0.7873408440495144,8.867173375171067e-05
