# git_sha=91e1997789dfc52e821a1386d39e280de7209df3-dirty
# timestamp_utc=2026-07-24T08:29:32.643561+00:00
# device=cpu
# cpu_model=Apple M2  os_cpu_count=8  requested_threads=6
# torch=2.10.0 numpy=2.3.4 scipy=1.16.3 python=3.14.3
# config={"L_max": 3, "T": 20.0, "alpha": 0.1, "base_dt": 0.4, "beta": 0.5, "chunk": 250, "cross_hi": 0.05, "cross_lo": 1e-05, "lam": 0.3, "level_samples": 2000, "n_nodes": 200, "out": null, "pilot_samples": 50, "quick": false, "refinement": 2, "rel_eps": [0.02, 0.01, 0.005], "rho_high": 0.99, "rho_low": 0.3, "seeds": [0, 1, 2], "sigma": 0.433, "stress": false, "threads": 6, "topologies": ["er", "ba", "ws", "rr", "caida"], "traffic": ["uniform", "mmpp2", "pareto", "degree"], "var_samples": 4000}
W_MC_eps_0.005,W_MC_eps_0.01,W_MC_eps_0.02,W_MLMC_eps_0.005,W_MLMC_eps_0.01,W_MLMC_eps_0.02,antithetic_work_ratio_vs_mc,beta_var,crossover_rel_eps,cv_coefficient,cv_work_ratio_vs_mc,elapsed_s,lemma2_positive_variance_holds,min_V_l,n_nodes,ratio_eps_0.005,ratio_eps_0.01,ratio_eps_0.02,ref_mean,reflection_bind_fraction,seed,topology,traffic,var_antithetic_per_pair,var_cv_per_path,var_mc_per_path
43284.01843432256,20000.0,20000.0,60063.21858895215,55000.0,55000.0,18.533432528727875,1.1941415462466838,0.0040021232150403065,0.8475194451276791,8.532642950169192,14.334447145462036,True,1.2793144420509362e-06,200,0.7206410087767774,0.36363636363636365,0.36363636363636365,0.8163360371728037,0.03069405,2,ba,pareto,2.431810200086443e-05,5.282043386695402e-05,0.0009013958053194865
34825.80946507054,20000.0,20000.0,58071.663200003,55000.0,55000.0,39.15592324851145,1.3348525480758713,0.003673794650038648,0.9100218337114847,19.079635715174753,14.26856803894043,True,8.440818783551075e-07,200,0.5997040130420914,0.36363636363636365,0.36363636363636365,0.9704978702336018,0.0228842,0,ba,degree,1.3089195380837595e-05,2.6862123437148298e-05,0.0010250390594336949
36583.10188193746,20000.0,20000.0,58578.947769945764,55000.0,55000.0,34.08115539989286,1.3386513114545047,0.003673794650038648,0.904420837488716,17.063442225541344,14.338454961776733,True,8.86556011119675e-07,200,0.6245093719608704,0.36363636363636365,0.36363636363636365,0.9415154221076389,0.02397015,1,ba,degree,1.4867608597299674e-05,2.9695372852195878e-05,0.0010134105580587064
37187.27773109079,20000.0,20000.0,58560.45764784269,55000.0,55000.0,31.965933964092876,1.3397645789701638,0.0038344463558916235,0.9068054137576527,15.124509735034605,14.29050612449646,True,8.929737372468565e-07,200,0.6350236870537971,0.36363636363636365,0.36363636363636365,0.9306750758340702,0.02446425,2,ba,degree,1.574429367798343e-05,3.327585890972034e-05,0.0010065621040434066
49568.61317533934,20000.0,20000.0,60854.81408564251,55000.0,55000.0,31.701774834335506,1.254924162093185,0.004359794641269909,0.8959551540170554,17.439427710126367,14.296386003494263,True,9.503524398481533e-07,200,0.8145388975403028,0.36363636363636365,0.36363636363636365,0.7871769621608278,0.0214842,0,ws,uniform,1.5138678576958458e-05,2.7519422512783717e-05,0.0009598459590722314
50130.03692361915,20000.0,20000.0,61019.91668162635,55000.0,55000.0,30.662756929989467,1.2879881986138357,0.004359794641269909,0.8983981908043844,17.06566857698596,14.274892807006836,True,9.623608114293332e-07,200,0.821535650157873,0.36363636363636365,0.36363636363636365,0.787199424761177,0.0215294,1,ws,uniform,1.582983493753623e-05,2.8442271613436816e-05,0.0009707727618630569
49785.10318706546,20000.0,20000.0,60881.30071834249,55000.0,55000.0,30.764331155914643,1.2963568367359937,0.004359794641269909,0.9018865386947612,15.880995449203517,14.28842806816101,True,9.70954386211149e-07,200,0.8177404654573365,0.36363636363636365,0.36363636363636365,0.7874062941040547,0.02159755,2,ws,uniform,1.5677244226689964e-05,3.0369628562939352e-05,0.000964599866004082
41015.95784042732,20000.0,20000.0,59854.69917861962,55000.0,55000.0,16.1430806362673,1.1339678829417874,0.0040021232150403065,0.8347180559741226,8.03834893875935,14.31158995628357,True,1.3694922447623487e-06,200,0.6852587750550154,0.36363636363636365,0.36363636363636365,0.8221934717239154,0.03164985,0,ws,mmpp2,2.6837033987287367e-05,5.389569512292057e-05,0.0008664648073900521
41406.759736720895,20000.0,20000.0,59847.52527498201,55000.0,55000.0,15.953615569003965,1.2394412543915883,0.0040021232150403065,0.8377304298129175,8.274993086530852,14.386902093887329,True,1.187694919533175e-06,200,0.6918708759713764,0.36363636363636365,0.36363636363636365,0.8210605734745048,0.03206285,1,ws,mmpp2,2.7338995033890005e-05,5.27076956140927e-05,0.0008723116336271793
41213.54328958074,20000.0,20000.0,59812.50997243007,55000.0,55000.0,16.820072911340738,1.2025218648164058,0.0040021232150403065,0.8415292149412045,7.9396894629534955,14.27114224433899,True,1.2671059835748162e-06,200,0.6890455409508426,0.36363636363636365,0.36363636363636365,0.8210549303035893,0.03168525,2,ws,mmpp2,2.580931824155974e-05,5.4676523136151026e-05,0.0008682292292300627
41919.24644306683,20000.0,20000.0,59956.78216871993,55000.0,55000.0,17.422595838368217,1.1812287602855938,0.0040021232150403065,0.8476843544335921,8.659215064291013,14.308023929595947,True,1.220208557055468e-06,200,0.6991577087160047,0.36363636363636365,0.36363636363636365,0.8178714300448355,0.0305102,0,ws,pareto,2.5147261974675502e-05,5.059703201426483e-05,0.0008762611636526735
42537.26219863148,20000.0,20000.0,60086.67422648282,55000.0,55000.0,17.350724426716837,1.2394521564215852,0.0040021232150403065,0.8439306709737188,8.930765264903284,14.303103923797607,True,1.1725402356192363e-06,200,0.7079317127504362,0.36363636363636365,0.36363636363636365,0.8167972769043955,0.03053925,1,ws,pareto,2.5556449050625366e-05,4.965116556645182e-05,0.0008868458096056598
42312.22418066558,20000.0,20000.0,59980.373659770776,55000.0,55000.0,18.483008557236968,1.2063444997917798,0.0040021232150403065,0.8491537020394989,8.512410877616356,14.327608108520508,True,1.2561546085858597e-06,200,0.705434487965597,0.36363636363636365,0.36363636363636365,0.8168152847571826,0.0306653,2,ws,pareto,2.386497195496168e-05,5.181804393648968e-05,0.0008821929617235539
49185.05851821241,20000.0,20000.0,60799.63367442175,55000.0,55000.0,31.608450443068907,1.2461719776067746,0.004359794641269909,0.8957234758022927,17.210923840810963,14.262592554092407,True,9.62075669587419e-07,200,0.8089696523764491,0.36363636363636365,0.36363636363636365,0.7892731455540086,0.021714,0,ws,degree,1.514623412562433e-05,2.7816577145248557e-05,0.0009574979815178315
49854.18330930166,20000.0,20000.0,60944.47299792009,55000.0,55000.0,30.30782962361337,1.294927172183922,0.004359794641269909,0.898419453720316,16.49419476573733,14.284753799438477,True,9.477998000642021e-07,200,0.8180263255538051,0.36363636363636365,0.36363636363636365,0.7892212143029749,0.0217486,1,ws,degree,1.6009003377052285e-05,2.9416297896726226e-05,0.0009703962935911035
